GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0043274,phospholipase binding,P49259(Evidence code:ISS/Database source:UniProtKB:Q13018-1),PLA2R1,MF,1,1 of 4,0.58,25,0.0265,0.05248
GO:0005583,fibrillar collagen trimer,Q05443(Evidence code:IEA/Database source:UniProtKB:P51884|ens),LUM,CC,1,1 of 4,0.58,25,0.0265,0.05248
GO:0005109,frizzled binding,O19116(Evidence code:IPI/Database source:UniProtKB:Q61088),SFRP1,MF,1,1 of 4,0.58,25,0.0265,0.05248
GO:0006907,pinocytosis,P45478(Evidence code:ISS/Database source:UniProtKB:P50897),PPT1,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0034372,very-low-density lipoprotein particle remodeling,Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P04180|ens),LCAT,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0010575,positive regulation of vascular endothelial growth factor production,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0004862,cAMP-dependent protein kinase inhibitor activity,P00514(Evidence code:IEA/Database source:UniProtKB:P10644|ens),PRKAR1A,MF,1,1 of 4,0.58,25,0.0265,0.05248
GO:0019430,removal of superoxide radicals,A3KLR9(Evidence code:IEA/Database source:GO:0004784),ECSOD,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0045954,positive regulation of natural killer cell mediated cytotoxicity,Q2TBL2(Evidence code:IEA/Database source:UniProtKB:Q9BY67|ens),CADM1,BP,1,1 of 4,0.58,25,0.0265,0.05248
GO:0038023,signaling receptor activity,F1MNL4(Evidence code:IEA/Database source:InterPro:IPR033024)P49259(Evidence code:ISS/Database source:UniProtKB:Q13018-1)Q5E9X0(Evidence code:IEA/Database source:InterPro:IPR003438|I)A5D7C8(Evidence code:IEA/Database source:UniProtKB:Q92854|ens), NEO1 PLA2R1 GFRA2 SEMA4D,MF,4,4 of 204,2.31,1.96,0.02687,0.05299
GO:0004672,protein kinase activity,Q769I5(Evidence code:IEA/Database source:InterPro:IPR000719|I)F1N780(Evidence code:IEA/Database source:InterPro:IPR000719|I)F1MS00(Evidence code:IEA/Database source:InterPro:IPR000719|I), MET EPHA7 RET,MF,3,3 of 116,1.73,2.59,0.02685,0.05299
GO:0030336,negative regulation of cell migration,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens)Q05717(Evidence code:IEA/Database source:UniProtKB:P24593|ens), PTPRK IGFBP5,BP,2,2 of 48,1.16,4.17,0.02977,0.05844
GO:0008211,glucocorticoid metabolic process,E1BF81(Evidence code:IEA/Database source:UniProtKB:Q06770|ens),SERPINA6,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0006782,protoporphyrinogen IX biosynthetic process,Q58DK5(Evidence code:IEA/Database source:UniPathway:UPA00251),ALAD,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0045879,negative regulation of smoothened signaling pathway,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0046718,viral entry into host cell,A6QLR1(Evidence code:IEA/Database source:InterPro:IPR033320),PVRL4,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0090141,positive regulation of mitochondrial fission,P21793(Evidence code:IEA/Database source:UniProtKB:P07585|ens),DCN,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0098869,cellular oxidant detoxification,E1BKZ1(Evidence code:IEA/Database source:GO:0004362),GSR,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",Q2KJ64(Evidence code:IEA/Database source:InterPro:IPR020855),ARG1,MF,1,1 of 5,0.58,20,0.03171,0.05844
GO:1901673,regulation of mitotic spindle assembly,Q27965(Evidence code:ISS/Database source:UniProtKB:P0DMV9),HSPA1B,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0008061,chitin binding,Q95M17(Evidence code:IEA/Database source:InterPro:IPR002557|I),CHIA,MF,1,1 of 5,0.58,20,0.03171,0.05844
GO:0032801,receptor catabolic process,Q95M12(Evidence code:ISS/Database source:UniProtKB:O89017),LGMN,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0043691,reverse cholesterol transport,Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P04180|ens),LCAT,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0030140,trans-Golgi network transport vesicle,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q6PHU5|ens),SORT1,CC,1,1 of 5,0.58,20,0.03171,0.05844
GO:0048710,regulation of astrocyte differentiation,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0050772,positive regulation of axonogenesis,A5D7C8(Evidence code:IEA/Database source:UniProtKB:O09126|ens),SEMA4D,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0090136,epithelial cell-cell adhesion,Q5BIR5(Evidence code:IEA/Database source:UniProtKB:P50452|ens),SERPINB8,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0000050,urea cycle,Q2KJ64(Evidence code:IEA/Database source:UniProtKB-KW:KW-0835),ARG1,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0070412,R-SMAD binding,O62829(Evidence code:ISS/Database source:UniProtKB:P35813),PPM1A,MF,1,1 of 5,0.58,20,0.03171,0.05844
GO:0006471,protein ADP-ribosylation,Q95KW3(Evidence code:IEA/Database source:InterPro:IPR000768),ART3,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0014912,negative regulation of smooth muscle cell migration,Q05717(Evidence code:IEA/Database source:UniProtKB:P24593|ens),IGFBP5,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0019509,L-methionine salvage from methylthioadenosine,Q0VD27(Evidence code:IEA/Database source:InterPro:IPR023943|I),ENOPH1,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0006044,N-acetylglucosamine metabolic process,A7MBC0(Evidence code:IEA/Database source:InterPro:IPR003764),AMDHD2,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0034236,protein kinase A catalytic subunit binding,P00514(Evidence code:IEA/Database source:UniProtKB:P10644|ens),PRKAR1A,MF,1,1 of 5,0.58,20,0.03171,0.05844
GO:0006465,signal peptide processing,Q1ZYR0(Evidence code:ISS/Database source:UniProtKB:O75503),CLN5,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0071300,cellular response to retinoic acid,F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens),RET,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0001707,mesoderm formation,P00514(Evidence code:IEA/Database source:UniProtKB:Q9DBC7|ens),PRKAR1A,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0017014,protein nitrosylation,P56965(Evidence code:IDA/Database source:),DDAH1,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0098519,"nucleotide phosphatase activity, acting on free nucleotides",Q2T9S4(Evidence code:ISS/Database source:UniProtKB:Q8CHP8),PGP,MF,1,1 of 5,0.58,20,0.03171,0.05844
GO:0097009,energy homeostasis,G3X6G7(Evidence code:IEA/Database source:UniProtKB:Q8VE43|ens),METRNL,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0031588,nucleotide-activated protein kinase complex,P00514(Evidence code:IEA/Database source:UniProtKB:P10644|ens),PRKAR1A,CC,1,1 of 5,0.58,20,0.03171,0.05844
GO:0046697,decidualization,P25975(Evidence code:IEA/Database source:UniProtKB:P06797|ens),CTSL,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0000023,maltose metabolic process,Q9MYM4(Evidence code:IEA/Database source:GO:0032450),GAA,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0071360,cellular response to exogenous dsRNA,A6QP79(Evidence code:IEA/Database source:UniProtKB:Q5KU26|ens),COLEC12,BP,1,1 of 5,0.58,20,0.03171,0.05844
GO:0043025,neuronal cell body,F1MME1(Evidence code:IEA/Database source:UniProtKB:P35822|ens)E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens), PTPRK CNTN2,CC,2,2 of 50,1.16,4,0.032,0.05885
GO:0006468,protein phosphorylation,F1MS00(Evidence code:IEA/Database source:InterPro:IPR000719|I)Q769I5(Evidence code:IEA/Database source:InterPro:IPR000719|I)F1N780(Evidence code:IEA/Database source:InterPro:IPR000719|I), RET MET EPHA7,BP,3,3 of 125,1.73,2.4,0.0323,0.0593
GO:0031175,neuron projection development,E1BPC9(Evidence code:IEA/Database source:InterPro:IPR032991)E1BEC6(Evidence code:IEA/Database source:UniProtKB:Q8VEC3|ens), CNTN2 ADGRF1,BP,2,2 of 51,1.16,3.92,0.03314,0.06059
GO:0090305,nucleic acid phosphodiester bond hydrolysis,A1A4K5(Evidence code:IEA/Database source:GO:0004528)P80929(Evidence code:IEA/Database source:GO:0004519), ENPP2 ANG2,BP,2,2 of 51,1.16,3.92,0.03314,0.06059
GO:0030154,cell differentiation,P80929(Evidence code:IEA/Database source:UniProtKB-KW:KW-0221)O19116(Evidence code:IEA/Database source:UniProtKB-KW:KW-0221)Q5EA85(Evidence code:IEA/Database source:UniProtKB-KW:KW-0221)O18739(Evidence code:IEA/Database source:UniProtKB:P29268|ens)A7MB70(Evidence code:IEA/Database source:UniProtKB-KW:KW-0221)P22444(Evidence code:IEA/Database source:UniProtKB-KW:KW-0221), ANG2 SFRP1 SEMA4A CTGF SEMA3C BMP3,BP,6,6 of 434,3.47,1.38,0.03375,0.06158
GO:0006629,lipid metabolic process,A1A4K5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)P01131(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)Q2KIW4(Evidence code:IEA/Database source:InterPro:IPR003386)Q17QB3(Evidence code:IEA/Database source:InterPro:IPR016699)Q6ZXD2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443), ENPP2 LDLR LCAT ASAH1 ST8SIA1,BP,5,5 of 325,2.89,1.54,0.03448,0.06279
GO:0000166,nucleotide binding,F1N780(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q27965(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)F1MS00(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q0VC68(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q769I5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)P00570(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)P00514(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q9XSC6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547), EPHA7 HSPA1B RET SEPT5 MET AK1 PRKAR1A CKM,MF,8,8 of 677,4.62,1.18,0.035,0.06345
GO:0032496,response to lipopolysaccharide,A6QPW7(Evidence code:IBA/Database source:PANTHER:PTN000753849)Q08DN1(Evidence code:IBA/Database source:PANTHER:PTN000753849), TNFRSF6B TNFRSF21,BP,2,2 of 54,1.16,3.7,0.03664,0.06345
GO:0045926,negative regulation of growth,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens)Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens), GPC3 IGFBP5,BP,2,2 of 54,1.16,3.7,0.03664,0.06345
GO:0048813,dendrite morphogenesis,F1MEW1(Evidence code:IEA/Database source:UniProtKB:O08665|ens),SEMA3A,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0005980,glycogen catabolic process,Q9MYM4(Evidence code:ISS/Database source:UniProtKB:P10253),GAA,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0060416,response to growth hormone,Q05717(Evidence code:IDA/Database source:),IGFBP5,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0031995,insulin-like growth factor II binding,Q05717(Evidence code:IBA/Database source:PANTHER:PTN000167605),IGFBP5,MF,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0030316,osteoclast differentiation,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0071404,cellular response to low-density lipoprotein particle stimulus,P01131(Evidence code:IEA/Database source:UniProtKB:P01130|ens),LDLR,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0030552,cAMP binding,P00514(Evidence code:IEA/Database source:UniProtKB-KW:KW-0116),PRKAR1A,MF,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,Q05717(Evidence code:IBA/Database source:PANTHER:PTN000167605),IGFBP5,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:1901185,negative regulation of ERBB signaling pathway,Q95M12(Evidence code:ISS/Database source:UniProtKB:O89017),LGMN,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0051798,positive regulation of hair follicle development,P50291(Evidence code:IEA/Database source:UniProtKB:P19883|ens),FST,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0010954,positive regulation of protein processing,E1BPC9(Evidence code:IEA/Database source:UniProtKB:Q61330|ens),CNTN2,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0070006,metalloaminopeptidase activity,A6QPT7(Evidence code:IEA/Database source:InterPro:IPR033528),ERAP2,MF,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0051181,cofactor transport,P45478(Evidence code:ISS/Database source:UniProtKB:P50897),PPT1,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0002040,sprouting angiogenesis,A5D7V3(Evidence code:IEA/Database source:UniProtKB:Q9NQ30|ens),ESM1,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0046033,AMP metabolic process,P00570(Evidence code:IEA/Database source:UniRule:UR000166136),AK1,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0061564,axon development,F1MSQ6(Evidence code:IEA/Database source:InterPro:IPR033183),NEFH,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0031952,regulation of protein autophosphorylation,F1N780(Evidence code:IEA/Database source:UniProtKB:Q61772|ens),EPHA7,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0042832,defense response to protozoan,Q2KJ64(Evidence code:IEA/Database source:UniProtKB:Q61176|ens),ARG1,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0031994,insulin-like growth factor I binding,Q05717(Evidence code:IEA/Database source:UniProtKB:P24593|ens),IGFBP5,MF,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0034446,substrate adhesion-dependent cell spreading,O19116(Evidence code:IDA/Database source:),SFRP1,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0010867,positive regulation of triglyceride biosynthetic process,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0004017,adenylate kinase activity,P00570(Evidence code:IEA/Database source:InterPro:IPR006267|I),AK1,MF,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0001527,microfibril,Q28019(Evidence code:IDA/Database source:),LTBP2,CC,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0008373,sialyltransferase activity,Q6ZXD2(Evidence code:IEA/Database source:InterPro:IPR001675|I),ST8SIA1,MF,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0032967,positive regulation of collagen biosynthetic process,F1MS76(Evidence code:IEA/Database source:UniProtKB:Q8C341|ens),SUCO,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0008242,omega peptidase activity,A7YWG4(Evidence code:IEA/Database source:InterPro:IPR015527),GGH,MF,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:1901862,negative regulation of muscle tissue development,Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens),IGFBP5,BP,1,1 of 6,0.58,16.67,0.03689,0.06345
GO:0005769,early endosome,P01131(Evidence code:ISS/Database source:UniProtKB:P01130)E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens), LDLR SORT1,CC,2,2 of 55,1.16,3.64,0.03784,0.06496
GO:0042470,melanosome,Q0V8B6(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)A7YWG4(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), TPP1 GGH,CC,2,2 of 56,1.16,3.57,0.03905,0.06692
GO:0005506,iron ion binding,E1BG25(Evidence code:IEA/Database source:UniProtKB:P08582|ens)E1BBX5(Evidence code:IEA/Database source:InterPro:IPR016208), MELTF AOX2,MF,2,2 of 57,1.16,3.51,0.04028,0.0689
GO:0007416,synapse assembly,E1BEC6(Evidence code:IEA/Database source:UniProtKB:Q8VEC3|ens),ADGRF1,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0051180,vitamin transport,G3MYZ3(Evidence code:IEA/Database source:UniProtKB:P43652|ens),AFM,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0042157,lipoprotein metabolic process,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0008013,beta-catenin binding,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens),PTPRK,MF,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0032509,endosome transport via multivesicular body sorting pathway,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q99523|ens),SORT1,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0000272,polysaccharide catabolic process,Q95M17(Evidence code:IEA/Database source:UniProtKB-KW:KW-0624),CHIA,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0048565,digestive tract development,E1B969(Evidence code:IEA/Database source:UniProtKB:E9PVD3|ens),DCHS1,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0051402,neuron apoptotic process,Q08DN1(Evidence code:IEA/Database source:UniProtKB:Q9EPU5|ens),TNFRSF21,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0030201,heparan sulfate proteoglycan metabolic process,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0070498,interleukin-1-mediated signaling pathway,F1ML75(Evidence code:IEA/Database source:UniProtKB:P14778|ens),IL1R1,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0034394,protein localization to cell surface,F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens),PTPRK,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0090181,regulation of cholesterol metabolic process,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0046323,glucose import,E1BKZ9(Evidence code:IEA/Database source:UniProtKB:Q6PHU5|ens),SORT1,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0008329,signaling pattern recognition receptor activity,A6QP79(Evidence code:ISS/Database source:UniProtKB:Q5KU26),COLEC12,MF,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0050766,positive regulation of phagocytosis,A6QP36(Evidence code:IEA/Database source:UniProtKB:Q12907|ens),LMAN2,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0016529,sarcoplasmic reticulum,Q3SWW8(Evidence code:ISS/Database source:UniProtKB:Q9Z1T2),THBS4,CC,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0051085,chaperone cofactor-dependent protein refolding,A5PJN2(Evidence code:IEA/Database source:UniProtKB:Q96HE7|ens),ERO1A ,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0045453,bone resorption,Q0V8B6(Evidence code:ISS/Database source:UniProtKB:O14773),TPP1,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0050687,negative regulation of defense response to virus,O62830(Evidence code:ISS/Database source:UniProtKB:O75688),PPM1B,BP,1,1 of 7,0.58,14.29,0.04205,0.06949
GO:0007601,visual perception,Q1ZYR0(Evidence code:IEA/Database source:UniProtKB:Q3UMW8|ens)Q05443(Evidence code:IEA/Database source:InterPro:IPR027219), CLN5 LUM,BP,2,2 of 60,1.16,3.33,0.04405,0.07266
GO:0016477,cell migration,O18739(Evidence code:IEA/Database source:UniProtKB:P29268|ens)E1B969(Evidence code:IEA/Database source:UniProtKB:E9PVD3|ens)F1MME1(Evidence code:IEA/Database source:UniProtKB:Q15262|ens), CTGF DCHS1 PTPRK,BP,3,3 of 143,1.73,2.1,0.0448,0.07376
GO:0045765,regulation of angiogenesis,O19116(Evidence code:IMP/Database source:)A1A4K5(Evidence code:IEA/Database source:InterPro:IPR029881), SFRP1 ENPP2,BP,2,2 of 62,1.16,3.23,0.04664,0.07477
GO:0046034,ATP metabolic process,E1BPW0(Evidence code:ISS/Database source:UniProtKB:Q9WUZ9)P00570(Evidence code:IEA/Database source:InterPro:IPR006267), ENTPD5 AK1,BP,2,2 of 62,1.16,3.23,0.04664,0.07477
GO:0004550,nucleoside diphosphate kinase activity,P00570(Evidence code:IEA/Database source:InterPro:IPR028582),AK1,MF,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0009086,methionine biosynthetic process,Q0VD27(Evidence code:IEA/Database source:UniProtKB-KW:KW-0486),ENOPH1,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0051965,positive regulation of synapse assembly,F1MD95(Evidence code:IEA/Database source:UniProtKB:Q9EPL2|ens),CLSTN1,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0016504,peptidase activator activity,A5D7S8(Evidence code:IEA/Database source:InterPro:IPR017048),FBLN1,MF,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0051894,positive regulation of focal adhesion assembly,O19116(Evidence code:IDA/Database source:),SFRP1,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0006783,heme biosynthetic process,Q58DK5(Evidence code:ISS/Database source:UniProtKB:P13716),ALAD,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0046470,phosphatidylcholine metabolic process,Q2KIW4(Evidence code:IEA/Database source:UniProtKB:P04180|ens),LCAT,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0006525,arginine metabolic process,Q2KJ64(Evidence code:IEA/Database source:InterPro:IPR014033),ARG1,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0030282,bone mineralization,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0060612,adipose tissue development,E1BKK9(Evidence code:IEA/Database source:UniProtKB:Q8VHC3|ens),SELENOM,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0030574,collagen catabolic process,Q9GLE5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0177),MMP2,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0010955,negative regulation of protein processing,G3MXM5(Evidence code:IEA/Database source:UniProtKB:P54826|ens),GAS1,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0001974,blood vessel remodeling,A7MB70(Evidence code:IEA/Database source:UniProtKB:Q62181|ens),SEMA3C,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0008543,fibroblast growth factor receptor signaling pathway,O18739(Evidence code:IEA/Database source:UniProtKB:P29268|ens),CTGF,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0001671,ATPase activator activity,A5PKH0(Evidence code:IEA/Database source:UniProtKB:Q8NFQ8|ens),TOR1AIP2,MF,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0071398,cellular response to fatty acid,P01131(Evidence code:IEA/Database source:UniProtKB:P35951|ens),LDLR,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0051146,striated muscle cell differentiation,Q05717(Evidence code:IEA/Database source:UniProtKB:Q07079|ens),IGFBP5,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0033619,membrane protein proteolysis,F1MS00(Evidence code:IEA/Database source:UniProtKB:P07949|ens),RET,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0060348,bone development,E1BIY5(Evidence code:IEA/Database source:UniProtKB:Q8CFG0|ens),SULF2,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
GO:0046326,positive regulation of glucose import,Q3ZBZ6(Evidence code:IEA/Database source:UniProtKB:Q8CFZ4|ens),GPC3,BP,1,1 of 8,0.58,12.5,0.04718,0.07477
